slug,state,type,total_cameras,data_retention_days,organization_count,receiving_organization_count,public_search_audit,data_last_updated,source
hall-county-ne-so,NE,SD,6,30,46,,False,2026-08-26T11:11:20.227Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
hamburg-town-ny-pd,NY,PD,7,30,1623,,True,2026-08-26T19:55:49.334Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
hamilton-county-oh-so,OH,SD,,7,442,2156,False,2026-08-26T19:36:14.332Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
hamilton-township-oh-pd,OH,PD,22,30,,,False,2026-08-26T21:52:38.553Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
hamlet-pd-,NC,PD,14,30,251,,True,2026-08-26T21:21:30.030Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
hampton-va-pd,VA,PD,94,21,,,False,2026-08-26T10:22:58.213Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
hanford-ca-pd,CA,PD,17,30,336,,True,2026-08-26T18:59:46.044Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
hannibal-mo-pd,MO,PD,10,30,,,True,2026-08-26T12:56:21.901Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
hanover-park-il-pd-,IL,PD,13,30,,,False,2026-08-26T16:30:12.474Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
harrisonburg-va-pd,VA,PD,31,21,,,False,2026-07-22T16:27:01.398Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
harvey-il-pd,IL,PD,,30,,,False,2026-08-26T17:50:09.490Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
haysville-ks-pd,KS,PD,8,30,121,89,False,2026-08-26T21:15:47.236Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
hayward-ca-pd,CA,PD,85,365,,,False,2026-08-26T15:01:21.487Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
hazelwood-mo-pd,MO,PD,11,30,,,True,2026-08-26T13:37:52.283Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
healdsburg-ca-pd,CA,PD,31,90,18,95,True,2026-08-26T08:23:09.548Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
heath-oh-pd,OH,PD,10,30,,,False,2026-08-26T12:10:36.378Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
heath-tx-dps,TX,PD,32,30,471,,False,2026-08-26T12:50:36.646Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
hemet-ca-pd-,CA,PD,154,30,365,,False,2026-08-26T10:11:36.478Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
henderson-county-nc-so-,NC,SD,13,30,2046,,False,2026-08-26T15:52:53.860Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
hendricks-county-in-so,IN,SD,19,30,,,False,2026-08-26T19:56:54.828Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
hennepin-county-mn-so,MN,SD,2,30,,,False,2026-08-26T13:46:08.389Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
henrico-county-va-pd,VA,PD,122,21,,,False,2026-08-26T12:02:20.978Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
hercules-ca-pd,CA,PD,25,30,334,,False,2026-08-26T23:40:41.398Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
hermitage-pa-pd,PA,PD,11,30,,,False,2026-06-28T13:07:48.593Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
herndon-va-pd,VA,PD,11,21,,,False,2026-08-26T14:30:45.773Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
herrin-il-pd,IL,PD,12,30,1311,,True,2026-08-26T11:42:33.906Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
hesston-ks-pd,KS,PD,3,30,104,,False,2026-08-26T11:15:26.642Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
highland-park-mi-pd,MI,PD,18,30,,,False,2026-08-26T16:02:09.151Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
highland-village-tx,TX,PD,18,30,546,,False,2026-08-26T14:50:34.923Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
hilliard-oh-pd,OH,PD,15,30,842,,False,2026-08-26T21:57:18.802Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
hillsborough-ca-pd,CA,PD,22,365,297,,True,2026-08-26T17:55:15.664Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
hillsborough-nc-pd,NC,PD,,30,,,True,2026-08-26T13:36:18.806Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
hinckley-il-pd,IL,PD,7,30,1128,,True,2026-08-26T21:35:32.379Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
hingham-ma-pd,MA,PD,1,30,,,False,2026-08-26T21:50:33.780Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
hoffman-estates-il-pd,IL,PD,78,30,,,False,2026-08-26T17:15:14.375Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
hoke-county-nc-so,NC,SD,7,30,,,False,2026-08-26T21:42:45.268Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
holland-oh-pd,OH,PD,4,30,476,,True,2026-08-26T11:33:44.560Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
hollister-ca-pd,CA,PD,29,30,319,253,False,2026-08-26T15:36:46.490Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
hood-co-tx-so,TX,SD,2,30,0,,False,2026-07-22T11:09:29.047Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
hopewell-va-pd,VA,PD,40,21,,,False,2026-08-26T22:09:16.458Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
hopkinton-ma-pd,MA,PD,3,30,107,170,True,2026-08-26T18:16:32.538Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
hubbard-oh-pd,OH,PD,6,30,,,False,2026-08-26T18:55:38.446Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
hudson-nc-pd,NC,PD,2,30,123,,True,2026-08-26T14:33:24.569Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
hudson-wi-pd,WI,PD,16,30,1323,502,True,2026-08-26T08:31:29.672Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
humboldt-county-ca-so,CA,SD,11,30,22,,True,2026-08-26T09:37:18.555Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
huntersville-pd-nc,NC,PD,36,30,,,False,2026-08-26T15:18:08.115Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
huntsville-airport-al-pd,AL,PD,2,30,213,,True,2026-08-26T10:03:49.361Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
huron-oh-pd,OH,PD,8,30,2161,2063,True,2026-08-26T19:32:58.108Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
hutto-tx-pd,TX,PD,10,30,,,False,2026-08-26T20:52:51.536Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
ia-storm-lake-pd,IA,PD,25,30,,,False,2026-08-26T23:05:24.739Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
idaho-falls-id-pd,ID,PD,20,30,477,,True,2026-08-26T11:10:47.559Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
idaho-springs-co-pd-,CO,PD,4,21,,87,True,2026-08-26T12:16:54.479Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
indialantic-fl-pd,FL,PD,14,30,,,False,2026-08-26T18:52:40.860Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
indian-hill-oh-pd,OH,PD,33,30,,,False,2026-08-26T09:55:56.537Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
indianola-ia-pd,IA,PD,8,30,0,,True,2026-08-26T15:14:52.469Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
iowa-colony-tx-pd,TX,PD,27,30,671,,True,2026-08-26T13:43:03.032Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
iowa-state-university-ia-pd,IA,PD,36,30,,,True,2026-08-26T15:37:34.436Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
isle-of-palms-sc-pd,SC,PD,1,7,105,723,True,2026-08-26T14:55:05.691Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
isle-of-wight-county-va-so,VA,SD,12,21,,,False,2026-08-26T20:54:57.497Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
ithaca-city-ny-pd,NY,PD,21,30,7,,True,2026-06-01T11:59:01.780Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
jackson-mi-pd,MI,PD,10,30,,,False,2026-08-26T12:38:08.370Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
jackson-township-oh-pd-mahoning-county,OH,PD,0,30,,,False,2026-08-26T23:11:36.991Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
jacksonville-ar-pd,AR,PD,117,30,1100,272,True,2026-08-26T10:45:49.195Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
james-city-county-va-pd,VA,SD,20,21,,,False,2026-08-26T09:05:40.593Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
jemison-al-pd,AL,PD,3,30,,,False,2026-08-26T13:05:42.316Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
johnson-city-tn-pd,TN,PD,147,30,150,,True,2026-08-26T20:29:35.498Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
johnson-county-in-so,IN,SD,12,30,,,False,2026-08-26T12:34:04.629Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
johnston-ia-pd,IA,PD,19,30,1313,,True,2026-08-26T16:17:41.896Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
johnston-ri-pd,RI,PD,5,30,,,False,2026-08-26T16:40:34.353Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
joplin-mo-pd,MO,PD,11,30,,,True,2026-08-26T23:18:51.603Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
junction-city-ks-pd,KS,PD,24,30,1374,,True,2026-08-26T14:48:58.872Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
jupiter-inlet-colony-fl-pd,FL,PD,2,30,0,,True,2026-08-26T15:29:57.869Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
kearney-ne-pd,NE,PD,31,30,,,False,2026-08-26T12:19:00.356Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
keller-tx-pd-,TX,PD,11,30,,,False,2026-08-26T14:04:52.967Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
kemah-tx-pd,TX,PD,40,30,455,,True,2026-08-26T13:26:57.329Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
kensington-ca-pd,CA,PD,0,30,4,,False,2026-08-26T10:07:24.930Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
kent-wa-pd,WA,PD,19,21,101,,True,2026-08-26T22:28:55.723Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
kern-county-ca-so-,CA,SD,66,30,329,,False,2026-08-26T13:47:47.955Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
killeen-tx-pd,TX,PD,71,30,1174,,False,2026-08-26T22:20:43.674Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
king-george-county-va-so,VA,SD,14,21,,,False,2026-08-26T11:29:00.588Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
king-william-county-va-so,VA,SD,8,21,,,False,2026-08-26T15:31:30.678Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
kings-county-ca-das-office,CA,PD,6,30,271,,True,2026-08-26T12:36:07.114Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
kings-county-sheriffs-office-ca-,CA,SD,10,30,298,,True,2026-08-26T17:10:37.864Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
lafayette-la-pd,LA,PD,,30,,,False,2026-08-26T20:46:11.717Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
lafayette-pd-in,IN,PD,30,30,2165,1154,False,2026-08-26T19:34:35.559Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
lake-bluff-il-pd-,IL,PD,6,14,46,,False,2026-08-26T15:51:19.189Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
lake-city-mn-pd,MN,PD,3,30,502,126,True,2026-08-26T11:16:32.278Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
lake-county-ca-so,CA,SD,25,30,323,,False,2026-08-26T13:32:06.631Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
lake-stevens-wa-pd,WA,PD,4,21,,,False,2026-08-26T22:10:17.537Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
lakeshore-homes-association-ca-,CA,PD,8,30,10,,True,2026-08-26T18:49:24.524Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
lakeway-tx-pd,TX,PD,12,30,,,False,2026-08-26T17:04:57.015Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
lakewood-wa-pd,WA,PD,58,21,80,,False,2026-08-26T22:43:28.134Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
lander-university-sc-pd,SC,PD,8,30,150,,True,2026-08-26T08:53:15.803Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
largo-fl-pd,FL,PD,,,,,False,2026-02-25T09:44:08.930Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
las-vegas-metro-nv-pd,NV,PD,211,90,,,False,2026-08-26T19:37:51.032Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
lassen-county-so-ca,CA,SD,11,30,231,,True,2026-08-26T17:29:16.105Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
lathrop-ca-pd-,CA,PD,6,90,306,,True,2026-08-26T10:50:03.781Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
lawton-ok-pd,OK,PD,29,30,,,False,2026-08-26T16:47:47.054Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
le-mars-ia-pd,IA,PD,5,30,,,False,2026-08-26T16:57:42.241Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
leavenworth-ks-pd,KS,PD,19,30,,,False,2026-08-26T14:09:04.006Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
lebanon-oh-pd,OH,PD,,30,,,False,2026-08-26T10:51:36.295Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
lees-summit-mo-pd,MO,PD,54,30,1562,,False,2026-08-26T12:42:22.052Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
leitchfield-ky-pd,KY,PD,9,30,,,False,2026-08-26T21:42:15.715Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
lewisville-tx-pd,TX,PD,31,30,373,549,False,2026-08-26T21:05:30.822Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
lexington-sc-pd,SC,PD,10,7,,,False,2026-08-26T22:19:38.181Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
lincoln-ca-pd,CA,PD,23,30,355,,True,2026-08-26T14:51:00.442Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
lincoln-county-so-ne,NE,SD,6,30,,,False,2026-08-26T20:47:43.176Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
little-rock-ar-pd,AR,PD,115,30,,,False,2026-08-26T12:19:31.918Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
live-oak-tx-pd-,TX,PD,28,30,,,False,2026-08-26T11:37:53.315Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
livermore-ca-pd,CA,PD,,365,339,,False,2026-08-26T15:15:56.045Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
livingston-ca-pd,CA,PD,26,30,104,157,True,2026-08-26T22:39:50.436Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
livonia-mi-pd,MI,PD,22,14,,,False,2026-08-26T10:10:00.237Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
lockney-pd-tx,TX,PD,0,,,,False,2026-08-26T15:30:58.662Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
lodi-ca-pd,CA,PD,19,30,376,,False,2026-08-26T19:19:33.628Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
lompoc-ca-pd,CA,PD,48,30,,,False,2026-08-27T00:26:28.993Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
lone-peak-ut-pd,UT,PD,12,30,,,False,2026-08-26T09:03:04.542Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
longmont-co-pd,CO,PD,0,30,,,False,2026-06-01T12:52:33.935Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
lorain-oh-pd,OH,PD,39,30,,,False,2026-08-26T09:00:57.276Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
los-altos-ca-pd,CA,PD,25,30,41,,False,2026-08-26T09:01:02.999Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
los-gatos-ca-pd,CA,PD,17,30,15,,False,2026-08-26T09:21:12.994Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
louisiana-mo-pd,MO,PD,7,30,0,155,True,2026-08-26T09:03:40.991Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
louisville-co-pd,CO,PD,,30,0,,False,2026-08-26T18:24:54.914Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
loveland-oh-pd,OH,PD,10,30,,,False,2026-08-26T11:57:36.643Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
lubbock-county-tx-so-,TX,SD,,30,,,False,2026-08-26T17:37:06.821Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
lynchburg-va-pd,VA,PD,15,21,,,False,2026-08-26T22:46:36.134Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
lynn-haven-fl-pd,FL,PD,5,30,1721,235,True,2026-08-26T12:30:53.043Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
lynnwood-wa-pd,WA,PD,0,7,,,False,2026-08-26T08:58:56.549Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
madeira-oh-pd,OH,PD,21,30,,,True,2026-08-26T12:29:20.921Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
madera-ca-pd,CA,PD,8,30,207,,True,2026-08-26T23:23:33.671Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
madison-sd-pd-,SD,PD,29,30,72,,False,2026-08-26T18:12:56.791Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
mahoning-twp-pa-pd,PA,PD,8,30,,,False,2026-08-27T00:22:18.722Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
mammoth-lakes-ca-pd,CA,PD,15,30,0,,False,2026-08-26T22:36:12.204Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
manassas-park-va-pd,VA,PD,8,21,,,False,2026-08-26T22:59:03.695Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
mansfield-oh-pd,OH,PD,86,30,,,False,2026-08-27T00:03:00.721Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
manteca-ca-pd,CA,PD,82,30,364,,True,2026-06-01T17:25:19.430Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
maple-bluff-wi-pd,WI,PD,17,30,195,,False,2026-08-26T20:18:42.149Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
maple-grove-mn-pd,MN,PD,1,30,73,,False,2026-08-26T20:55:28.171Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
margaret-al-pd,AL,PD,6,30,227,,True,2026-08-26T10:46:55.618Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
marin-county-ca-so,CA,SD,29,30,21,,False,2026-08-26T16:59:44.262Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
marina-ca-pd,CA,PD,36,30,287,,False,2026-08-26T10:14:39.558Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
marine-city-mi-pd,MI,PD,2,30,,,False,2026-08-26T08:01:19.871Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
marion-county-oh-so,OH,SD,34,30,2250,,False,2026-08-26T20:05:14.791Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
marion-oh-pd,OH,PD,0,,,,False,2026-03-26T09:50:52.727Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
marion-va-pd,VA,PD,8,21,7,19,True,2026-08-26T19:55:20.634Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
marseilles-il-pd,IL,PD,10,30,424,1345,True,2026-08-26T16:00:08.074Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
martinsville-in-pd,IN,PD,6,30,,,False,2026-08-26T21:37:37.198Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
martinsville-va-pd,VA,PD,41,21,,,False,2026-08-26T11:39:58.452Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
marysville-oh-pd,OH,PD,14,30,,,False,2026-08-26T16:48:53.061Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
marysville-wa-pd,WA,PD,30,21,78,,True,2026-08-26T11:20:44.210Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
maryville-tn-pd,TN,PD,16,30,2171,,True,2026-08-26T14:57:43.664Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
mathews-county-va-so,VA,SD,6,21,162,,False,2026-08-26T09:00:31.489Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
mcdonough-ga-pd,GA,PD,63,30,1982,,False,2026-08-26T12:01:17.087Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
mchenry-il-pd,IL,PD,,,469,,False,2026-08-26T11:51:56.422Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
mecklenburg-county-va-so,VA,SD,15,21,,,False,2026-08-26T12:57:19.230Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
medford-or-pd,OR,PD,,30,23,73,True,2026-08-26T20:27:56.516Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
medina-mn-pd,MN,PD,4,30,69,188,False,2026-08-26T15:38:51.163Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
medina-wa-pd,WA,PD,23,21,0,1,False,2026-08-26T21:09:34.778Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
menasha-wi-pd,WI,PD,8,30,1363,913,False,2026-08-26T08:29:21.767Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
mendocino-county-soca,CA,SD,8,30,308,404,True,2026-08-26T19:06:31.589Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
menifee-ca-pd,CA,PD,44,30,353,,False,2026-08-26T16:11:02.853Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
menlo-park-ca-pd,CA,PD,35,30,5,,True,2026-08-26T08:39:14.655Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
mentor-on-the-lake-oh-pd,OH,PD,3,30,,,False,2026-08-26T10:52:06.370Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
merced-county-ca-so,CA,SD,,30,,,False,2026-08-26T15:34:40.263Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
mesa-county-co-so,CO,SD,11,30,65,,False,2026-08-26T13:00:25.216Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
metropolis-il-pd,IL,PD,9,30,983,,True,2026-08-26T08:04:58.143Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
mi-village-of-middleville,MI,PD,6,30,,,False,2026-08-26T21:36:02.177Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
miami-county-oh-so,OH,SD,13,30,,,False,2026-08-26T16:47:51.757Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
miami-township-oh-pd-clermont,OH,PD,33,30,,,False,2026-08-26T15:49:44.937Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
michigan-city-in-pd,IN,PD,60,30,2193,,False,2026-08-26T09:31:05.953Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
middleburg-heights-oh-pd,OH,PD,,30,444,,False,2026-08-26T15:17:29.681Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
midlothian-tx-pd,TX,PD,50,30,220,,True,2026-08-26T16:51:28.719Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
milan-mi-pd,MI,PD,5,30,,,False,2026-08-26T22:34:39.039Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
milford-ct-pd,CT,PD,,,1,,True,2026-08-26T10:19:22.071Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
mill-creek-wa-pd,WA,PD,,,,,False,2026-08-26T21:34:29.388Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
mill-valley-ca-pd,CA,PD,10,30,6,,False,2026-08-26T22:32:33.983Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
milton-in-pd,IN,PD,2,30,,,False,2026-08-26T19:22:37.142Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
mineral-county-nv-so,NV,SD,4,30,571,,True,2026-08-26T10:18:20.029Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
minerva-park-oh-pd,OH,PD,,30,,,False,2026-08-26T18:20:17.400Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
minster-oh-pd,OH,PD,9,30,1371,1092,True,2026-08-26T15:22:17.062Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
mint-hill-nc-pd,NC,PD,19,30,1928,,True,2026-08-26T21:44:21.557Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
modoc-county-ca-so,CA,SD,7,30,310,,True,2026-08-26T20:19:42.511Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
monona-wi-pd,WI,PD,4,30,1525,,False,2026-05-04T14:53:12.558Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
monongalia-wv-county-so,WV,SD,20,21,,,True,2026-08-26T19:02:22.061Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
monroe-mi-pd,MI,PD,16,30,,,False,2026-08-26T11:34:16.645Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
monroe-wa-pd,WA,PD,,21,,,False,2026-08-26T18:28:33.440Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
monrovia-ca-pd,CA,PD,24,30,325,,True,2026-08-26T23:13:10.789Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
monson-ma-pd,MA,PD,4,7,79,,False,2026-08-26T10:20:55.175Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
montclair-ca-pd,CA,PD,60,30,332,,True,2026-08-26T08:58:27.186Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
monte-sereno-ca-pd,CA,PD,20,30,15,,False,2026-08-26T18:57:10.965Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
