slug,state,type,total_cameras,data_retention_days,organization_count,receiving_organization_count,public_search_audit,data_last_updated,source
monterey-ca-pd,CA,PD,37,30,14,,False,2026-08-26T14:54:06.325Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
monterey-park-ca-pd,CA,PD,34,30,242,,True,2026-08-26T17:52:10.820Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
montgomery-county-va-so,VA,SD,4,21,,,False,2026-08-26T09:50:16.589Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
montgomery-twp-nj-pd,NJ,PD,7,,,,False,2026-08-26T20:20:44.287Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
monument-co-pd,CO,PD,6,30,,,False,2026-08-26T20:15:32.400Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
mooresville-in-pd,IN,PD,7,30,,,False,2026-08-26T10:33:23.715Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
mooresville-nc-pd,NC,PD,72,30,,,False,2026-08-26T14:10:37.541Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
moorhead-mn-pd,MN,PD,8,30,,,False,2026-08-26T21:30:16.136Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
morgan-hill-ca-pd,CA,PD,66,30,314,,False,2026-08-26T20:24:53.351Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
morgans-point-pd-tx,TX,PD,4,30,477,,False,2026-08-26T12:56:48.397Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
morgans-point-resort-tx-pd,TX,PD,8,30,468,,False,2026-08-26T09:50:51.712Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
morton-il-pd,IL,PD,26,30,421,,True,2026-08-26T18:05:11.726Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
moses-lake-wa-pd,WA,PD,13,21,77,63,False,2026-08-26T17:57:21.846Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
mounds-view-mn-pd,MN,PD,10,30,71,,False,2026-08-26T10:41:41.525Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
moundville-al-pd,AL,PD,2,30,194,,False,2026-08-26T17:42:20.228Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
mount-dora-fl-pd,FL,PD,6,30,579,,True,2026-08-26T22:40:21.276Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
mount-orab-oh-pd,OH,PD,3,30,277,,True,2026-08-26T12:25:11.258Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
mount-pleasant-sc-pd,SC,PD,22,7,1377,818,True,2026-08-26T16:12:04.850Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
mount-vernon-oh-pd,OH,PD,8,30,,,False,2026-08-26T10:03:17.252Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
mount-vernon-wa-pd,WA,PD,6,21,49,,True,2026-08-26T10:55:44.672Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
mountain-view-ca-pd,CA,PD,16,30,0,,False,2026-08-26T09:43:30.044Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
mt-holly-nc-pd,NC,PD,24,30,,,False,2026-08-26T21:17:24.187Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
mt-juliet-tn-pd,TN,PD,,,145,,False,2026-08-26T11:05:36.941Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
mukilteo-wa-pd,WA,PD,10,21,71,72,True,2026-08-26T11:39:26.827Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
muncie-in-pd,IN,PD,,30,,,False,2026-07-22T19:37:15.165Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
mundelein-il-pd,IL,PD,11,30,,,False,2026-08-26T23:37:33.092Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
murfreesboro-tn-pd,TN,PD,,30,149,,False,2026-08-26T23:15:12.743Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
murrieta-ca-pd,CA,PD,79,30,322,,False,2026-08-26T23:49:35.110Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
muskegon-mi-pd,MI,PD,22,30,,,False,2026-08-26T16:23:27.272Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
muskogee-ok-pd,OK,PD,10,30,,,False,2026-08-26T08:27:16.930Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
nags-head-nc-pd,NC,PD,12,30,205,1207,True,2026-08-26T10:49:34.247Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
napa-ca-pd,CA,PD,17,30,281,,False,2026-08-26T12:41:18.009Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
napa-county-ca-so,CA,SD,13,30,326,307,False,2026-08-26T18:22:22.900Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
napoleon-twp-mi-pd,MI,PD,,30,,,False,2026-08-26T19:48:00.125Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
nashville-nc-pd-,NC,PD,12,30,179,,True,2026-08-26T23:11:06.340Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
nassau-bay-tx-pd-,TX,PD,13,30,484,,False,2026-08-26T18:28:03.688Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
national-city-ca-pd,CA,PD,91,30,313,,False,2026-08-26T09:11:54.191Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
nc-fuquay-varina-pd,NC,PD,15,30,,,False,2026-08-26T22:22:14.418Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
ncric,CA,PD,24,30,,,False,2026-08-26T10:21:55.131Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
nd-west-fargo-pd,ND,PD,54,30,,,True,2026-08-27T00:30:32.759Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
ness-county-ks-so,KS,SD,1,30,613,,False,2026-08-26T20:38:54.680Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
nevada-county-ca-so,CA,SD,25,30,,,False,2026-08-26T11:08:12.372Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
new-braunfels-tx-pd,TX,PD,60,30,,,False,2026-08-26T13:48:48.807Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
new-brighton-dept-of-pub-safety-mn,MN,PD,6,30,345,,True,2026-08-26T20:16:05.520Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
new-market-va-pd,VA,PD,5,21,,,False,2026-08-26T14:53:00.924Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
new-prague-mn-pd,MN,PD,4,30,,,True,2026-08-26T10:33:55.480Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
newburgh-heights-oh-pd-,OH,PD,12,30,1102,,True,2026-08-26T12:47:02.407Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
newcastle-wa-pd,WA,PD,0,30,78,,False,2026-08-26T09:54:24.237Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
newport-beach-pd-ca,CA,PD,82,365,302,,True,2026-08-26T10:42:46.007Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
newport-news-va-pd,VA,PD,153,21,,,False,2026-08-26T20:48:15.653Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
newport-ri-pd,RI,PD,6,30,,204,True,2026-08-26T21:18:55.440Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
newtown-ct-pd,CT,PD,,30,,,False,2026-08-26T08:18:31.876Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
niles-oh-pd,OH,PD,,30,2090,,False,2026-08-26T17:09:06.394Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
nixa-mo-pd,MO,PD,4,30,1299,,True,2026-08-26T14:16:48.870Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
norfolk-va-pd,VA,PD,175,21,,,False,2026-08-26T12:27:21.100Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
normal-il-pd-,IL,PD,56,30,,,False,2026-08-26T20:15:06.741Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
north-canton-oh-pd,OH,PD,5,30,,,False,2026-08-26T13:22:48.975Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
north-college-hill-oh-pd,OH,PD,12,30,,,False,2026-08-26T19:56:19.736Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
north-kingstown-ri-pd,RI,PD,13,30,,,False,2026-08-26T12:51:06.965Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
north-liberty-ia-pd,IA,PD,12,30,,,True,2026-08-26T10:27:37.281Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
north-platte-ne-pd,NE,PD,27,30,,,False,2026-08-26T22:24:17.389Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
north-providence-ri-pd,RI,PD,8,30,,,False,2026-08-26T09:25:51.143Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
north-royalton-oh-pd,OH,PD,,30,,,True,2026-08-26T16:38:30.362Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
northglenn-co-pd,CO,PD,10,30,109,,False,2026-08-26T15:06:07.180Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
northlake-tx-pd,TX,PD,43,30,,,False,2026-08-26T16:32:14.634Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
norton-oh-pd,OH,PD,10,30,,,True,2026-08-26T12:50:05.733Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
norwalk-oh-pd,OH,PD,8,30,1216,,True,2026-08-26T21:33:55.041Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
norwell-ma-pd,MA,PD,3,30,67,,True,2026-08-26T17:33:00.586Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
novato-ca-pd,CA,PD,6,30,322,,True,2026-08-26T17:16:18.229Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
oak-park-il-pd,IL,PD,,,,,False,2026-02-25T08:19:32.955Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
oak-point-tx-pd-,TX,PD,20,30,,,True,2026-08-26T08:11:08.439Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
oakboro-nc-pd,NC,PD,9,,,,True,2026-08-26T08:53:43.352Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
oakland-ca-pd,CA,PD,293,30,,,True,2026-08-26T13:40:31.769Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
oakley-ca-pd,CA,PD,4,30,342,,True,2026-08-26T20:26:58.175Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
oberlin-oh-pd,OH,PD,4,30,,,False,2026-08-26T20:42:31.056Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
oceanside-ca-pd,CA,PD,18,30,318,271,False,2026-08-26T18:39:03.706Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
odessa-tx-pd,TX,PD,42,30,,,False,2026-08-26T21:24:36.171Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
ogden-city-ut-pd,UT,PD,41,30,,,False,2026-08-26T15:44:31.731Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
oh-chillicothe-pd,OH,PD,11,30,,,False,2026-08-27T00:18:38.063Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
oh-milford-pd,OH,PD,10,30,1962,,True,2026-08-26T21:19:57.610Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
oh-university-heights-pd,OH,PD,18,30,,,False,2026-08-26T17:52:40.618Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
oh-willard-pd,OH,PD,2,30,1933,,True,2026-08-26T20:09:23.415Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
okaloosa-county-fl-so,FL,SD,79,30,520,,False,2026-08-26T14:02:15.264Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
olmsted-falls-oh-pd,OH,PD,8,30,,,False,2026-08-26T12:18:27.672Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
olympia-wa-pd-,WA,PD,0,30,73,,True,2026-08-26T18:53:32.985Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
ontario-ca-pd,CA,PD,126,365,313,,True,2026-08-27T00:04:02.847Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
ontario-oh-pd,OH,PD,,30,731,,False,2026-08-26T12:12:41.428Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
orange-va-pd,VA,PD,4,21,168,190,True,2026-08-26T15:50:48.160Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
oregon-oh-pd,OH,PD,12,30,1498,,True,2026-08-26T10:30:43.258Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
oro-valley-az-pd,AZ,PD,20,30,64,92,False,2026-08-26T20:59:37.985Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
oroville-ca-pd,CA,PD,64,30,,,False,2026-08-26T09:47:10.421Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
osage-county-ok-so,OK,SD,0,,0,,False,2026-06-01T10:29:45.045Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
oshkosh-wi-pd,WI,PD,,30,0,,False,2026-08-26T20:31:39.296Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
ottawa-county-oh-so,OH,SD,18,30,2057,,True,2026-08-26T21:13:14.231Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
oviedo-fl-pd,FL,PD,7,30,156,551,False,2026-08-26T19:32:45.641Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
owatonna-mn-pd,MN,PD,8,30,38,563,False,2026-08-26T22:56:30.519Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
oxnard-ca-pd-,CA,PD,19,30,0,,False,2026-08-26T16:04:18.333Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
pacific-grove-ca-pd,CA,PD,12,30,13,,False,2026-08-27T00:16:33.558Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
pacifica-ca-pd,CA,PD,10,30,88,,True,2026-08-26T19:20:34.813Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
palatine-il-pd,IL,PD,28,30,,,False,2026-08-26T11:54:34.165Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
palm-springs-ca-pd,CA,PD,224,30,26,,True,2026-08-26T09:59:08.126Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
palmyra-mo-pd,MO,PD,7,30,1171,,False,2026-08-26T10:28:08.487Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
palo-alto-ca-pd,CA,PD,30,30,69,,False,2026-08-26T20:42:00.430Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
park-city-ks-pd,KS,PD,14,30,1146,,False,2026-08-26T08:03:56.118Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
parma-oh-pd,OH,PD,12,30,1873,,True,2026-08-26T22:10:50.611Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
parsons-ks-pd,KS,PD,5,30,1312,,False,2026-08-26T11:58:09.033Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
pasadena-ca-pd,CA,PD,61,30,317,,True,2026-08-26T18:40:06.088Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
pawnee-county-ks-so,KS,SD,4,30,731,,True,2026-08-26T14:44:47.017Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
pawtucket-ri-pd,RI,PD,22,30,,,False,2026-08-26T15:37:49.741Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
paxton-il-pd-,IL,PD,8,30,443,,False,2026-08-26T19:08:37.410Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
payson-az-pd,AZ,PD,18,30,692,,True,2026-08-26T23:14:43.573Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
pea-ridge-ar-pd,AR,PD,3,30,0,2058,True,2026-08-26T22:45:31.942Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
pekin-il-pd,IL,PD,54,30,453,,False,2026-08-26T20:33:39.429Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
peotone-il-pd-,IL,PD,16,30,,,False,2026-08-26T18:08:55.428Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
perry-county-oh-so,OH,SD,5,30,605,,True,2026-08-26T13:50:20.263Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
petaluma-ca-pd,CA,PD,4,30,203,,False,2026-08-26T14:31:18.153Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
pflugerville-tx-pd,TX,PD,32,30,78,,True,2026-08-26T14:17:21.101Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
piedmont-ca-pd,CA,PD,57,60,,,False,2026-08-26T11:14:55.940Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
piedmont-ok-pd-,OK,PD,5,30,60,,False,2026-08-26T22:26:23.205Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
pierce-township-oh-pd,OH,PD,10,30,1740,,True,2026-08-26T13:09:19.670Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
pineville-nc-pd,NC,PD,8,30,,,False,2026-08-26T11:06:39.978Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
piperton-tn-pd,TN,PD,7,30,1773,,False,2026-08-26T20:32:38.204Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
pittsboro-in-pd,IN,PD,13,30,3904,,True,2026-08-26T22:30:00.883Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
pittsboro-nc-pd,NC,PD,4,,,,True,2026-08-26T13:18:08.765Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
pittsburg-ks-pd,KS,PD,32,30,,,False,2026-08-26T12:23:39.340Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
placer-county-ca-so,CA,SD,72,30,352,,False,2026-08-26T09:09:49.950Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
platte-city-mo-pd,MO,PD,5,30,156,,True,2026-08-26T17:42:53.898Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
pleasanton-ca-pd,CA,PD,35,30,165,,False,2026-08-26T22:06:41.895Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
plymouth-mn-pd,MN,PD,18,30,66,,False,2026-08-26T21:32:23.251Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
pocomoke-city-md-pd,MD,PD,8,365,443,,True,2026-03-26T12:01:13.478Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
polk-city-ia-pd,IA,PD,5,30,55,,True,2026-08-26T11:54:00.078Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
polk-county-conservation-ia,IA,SD,3,30,11,,True,2026-08-26T12:13:11.258Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
polkton-nc-pd,NC,PD,1,30,915,,True,2026-08-26T12:17:26.546Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
pontiac-il-pd,IL,PD,4,30,438,,False,2026-08-26T19:36:38.863Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
poquoson-va-pd,VA,PD,3,21,,,False,2026-08-26T14:38:01.583Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
port-clinton-oh-pd,OH,PD,11,30,2095,,True,2026-08-26T13:29:02.004Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
port-hueneme-ca-pd,CA,PD,10,30,241,,True,2026-08-26T09:28:26.088Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
port-of-stockton-ca-pd,CA,PD,10,30,303,,True,2026-08-26T22:58:33.476Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
port-wentworth-ga-pd,GA,PD,42,30,,,False,2026-08-26T08:22:09.436Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
portage-mi-pd,MI,PD,31,30,2581,,True,2026-08-26T08:50:40.913Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
porter-county-in-so,IN,SD,,30,,,False,2026-08-26T23:22:00.092Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
porterville-ca-pd,CA,PD,12,30,314,,True,2026-08-26T19:41:50.547Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
portsmouth-va-pd,VA,PD,136,21,,,False,2026-08-26T21:31:53.224Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
powell-oh-pd,OH,PD,14,30,2197,2004,False,2026-08-26T13:41:32.786Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
powhatan-county-va-so,VA,SD,13,21,,,False,2026-08-26T11:07:10.517Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
prescott-valley-az-pd,AZ,PD,,30,,,False,2026-08-26T18:58:45.673Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
prince-george-county-va-pd,VA,PD,,21,,,False,2026-08-26T12:08:32.502Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
prior-lake-mn-pd,MN,PD,18,30,,,False,2026-08-26T08:59:29.619Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
prospect-heights-il-pd,IL,PD,19,30,484,607,True,2026-08-26T18:04:40.066Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
prosper-tx-pd,TX,PD,230,30,,,False,2026-08-26T22:18:35.613Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
prosser-wa-pd,WA,PD,20,21,60,,False,2026-08-26T20:27:27.157Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
providence-pd-npd-lpr-study-ri,RI,PD,60,30,13,,False,2026-08-26T17:25:10.505Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
provo-ut-pd,UT,PD,24,30,,,False,2026-08-26T08:38:12.680Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
pulaski-county-va-so,VA,SD,6,21,159,339,True,2026-08-26T17:49:04.255Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
putnam-ct-pd,CT,PD,8,30,181,,True,2026-08-26T20:41:29.266Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
puyallup-wa-pd,WA,PD,45,21,83,,False,2026-08-26T20:56:30.725Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
quincy-ma-pd-,MA,PD,,30,0,,False,2026-08-26T09:30:31.294Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
radford-city-va-pd,VA,PD,5,21,,,False,2026-08-26T16:25:03.274Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
raleigh-nc-pd,NC,PD,29,30,,,False,2026-08-26T17:54:46.325Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
rantoul-il-pd,IL,PD,34,30,,,False,2026-08-26T15:04:02.690Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
redlands-ca-pd,CA,PD,55,365,192,,True,2026-08-26T21:24:08.775Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
redwood-city-ca-pd,CA,PD,25,30,91,,False,2026-08-26T22:58:02.762Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
reedley-ca-pd,CA,PD,40,30,320,,True,2026-08-26T08:37:10.553Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
rehoboth-beach-de-pd,DE,PD,31,30,,,True,2026-08-26T20:33:44.629Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
reno-nv-pd,NV,PD,29,30,529,238,False,2026-08-26T08:16:28.234Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
renton-wa-pd,WA,PD,23,21,7,,True,2026-08-26T09:44:00.923Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
reynoldsburg-oh-pd,OH,PD,38,30,53,,True,2026-08-26T13:31:06.147Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
rhode-island-college-campus-ri-pd,RI,PD,3,30,0,,False,2026-08-26T14:45:16.109Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
rich-creek-va-pd,VA,PD,2,21,150,,True,2026-08-26T23:58:19.626Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
richland-county-oh-so,OH,SD,15,30,368,,False,2026-08-26T15:32:34.260Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
richland-pd-wa,WA,PD,0,21,,,False,2026-08-26T19:23:38.927Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
richmond-ca-pd,CA,PD,187,30,0,93,False,2026-08-26T21:29:48.207Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
richmond-va-pd,VA,PD,103,21,147,,False,2026-08-27T00:13:30.631Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
ridgecrest-ca-pd,CA,PD,24,30,304,,True,2026-08-26T19:47:01.150Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
rio-vista-ca-pd,CA,PD,5,30,357,,True,2026-08-27T00:23:20.259Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
river-rouge-mi-pd,MI,PD,,30,,,False,2026-08-26T17:54:12.304Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
riverside-county-ca-sd,CA,SD,1771,30,353,,False,2026-08-27T00:14:16.186Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
roanoke-county-va-pd,VA,PD,6,21,,,False,2026-08-26T14:56:40.618Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
roanoke-va-pd,VA,PD,,,,,False,2026-08-26T12:18:01.056Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
rockbridge-county-va-so,VA,SD,4,21,,,False,2026-08-26T15:54:55.802Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
rockingham-county-va-so,VA,SD,4,21,20,,False,2026-08-26T19:24:42.166Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
rockport-tx-pd-,TX,PD,6,30,532,,False,2026-08-27T00:37:25.658Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
rocky-mount-va-pd,VA,PD,4,21,166,,True,2026-08-26T18:11:53.901Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
rohnert-park-department-of-public-safety-ca,CA,PD,20,30,234,,False,2026-08-26T09:58:34.232Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
roselle-il-pd-,IL,PD,12,7,479,,False,2026-08-26T19:07:34.746Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
roseville-mn-pd,MN,PD,10,30,46,,False,2026-08-26T19:12:13.795Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
rossford-oh-pd,OH,PD,20,30,,,False,2026-08-26T12:20:32.733Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
rossville-ga-pd,GA,PD,3,30,,,False,2026-06-01T10:51:02.637Z,"eyesonflock.com API 2026-08-28, CC BY-SA 4.0"
